17	2015	4	3	2	0	2	1
16	2015	4	2	1	0	0	2
19	2015	4	5	2	0	1	1
18	2015	4	4	1	0	2	4
62	2015	10	6	1	0	0	8
322	2015	47	7	2	0	4	1
323	2015	48	1	1	0	0	1
320	2015	47	5	2	0	1	1
321	2015	47	6	1	0	0	8
326	2015	48	4	1	0	2	4
327	2015	48	5	2	0	1	1
324	2015	48	2	1	0	0	2
325	2015	48	3	2	0	2	1
328	2015	48	6	1	0	0	8
329	2015	48	7	2	0	4	1
201	2015	30	5	2	0	1	1
200	2015	30	4	1	0	2	4
203	2015	30	7	2	0	4	1
202	2015	30	6	1	0	0	8
205	2015	31	2	1	0	0	2
204	2015	31	1	1	0	0	1
207	2015	31	4	1	0	2	4
206	2015	31	3	2	0	2	1
209	2015	31	6	1	0	0	8
208	2015	31	5	2	0	1	1
77	2015	12	7	2	0	4	1
76	2015	12	6	1	0	0	8
75	2015	12	5	2	0	1	1
74	2015	12	4	1	0	2	4
73	2015	12	3	2	0	2	1
72	2015	12	2	1	0	0	2
71	2015	12	1	1	0	0	1
70	2015	11	7	2	0	4	1
79	2015	13	2	1	0	0	2
78	2015	13	1	1	0	0	1
2	2015	2	2	1	0	0	2
8	2015	3	1	1	0	0	1
68	2015	11	5	2	0	1	1
120	2015	19	1	1	0	0	1
121	2015	19	2	1	0	0	2
122	2015	19	3	2	0	2	1
123	2015	19	4	1	0	2	4
124	2015	19	5	2	0	1	1
125	2015	19	6	1	0	0	8
126	2015	19	7	2	0	4	1
127	2015	20	1	1	0	0	1
128	2015	20	2	1	0	0	2
129	2015	20	3	2	0	2	1
319	2015	47	4	1	0	2	4
318	2015	47	3	2	0	2	1
313	2015	46	5	2	0	1	1
312	2015	46	4	1	0	2	4
311	2015	46	3	2	0	2	1
310	2015	46	2	1	0	0	2
317	2015	47	2	1	0	0	2
316	2015	47	1	1	0	0	1
315	2015	46	7	2	0	4	1
314	2015	46	6	1	0	0	8
3	2015	2	3	2	0	2	1
364	2015	53	7	2	0	4	1
365	2015	54	1	1	1	1	1
362	2015	53	5	2	0	1	1
363	2015	53	6	1	0	0	8
360	2015	53	3	2	0	2	1
361	2015	53	4	1	0	2	4
60	2015	10	4	1	0	2	4
61	2015	10	5	2	0	1	1
258	2015	38	6	1	0	0	8
259	2015	38	7	2	0	4	1
64	2015	11	1	1	0	0	1
65	2015	11	2	1	0	0	2
66	2015	11	3	2	0	2	1
67	2015	11	4	1	0	2	4
252	2015	37	7	2	0	4	1
69	2015	11	6	1	0	0	8
250	2015	37	5	2	0	1	1
251	2015	37	6	1	0	0	8
256	2015	38	4	1	0	2	4
257	2015	38	5	2	0	1	1
254	2015	38	2	1	0	0	2
255	2015	38	3	2	0	2	1
168	2015	25	7	2	0	4	1
169	2015	26	1	1	0	0	1
164	2015	25	3	2	0	2	1
165	2015	25	4	1	0	2	4
166	2015	25	5	2	0	1	1
167	2015	25	6	1	0	0	8
160	2015	24	6	1	0	0	8
161	2015	24	7	2	0	4	1
162	2015	25	1	1	0	0	1
163	2015	25	2	1	0	0	2
9	2015	3	2	1	0	0	2
357	2015	52	7	2	0	4	1
356	2015	52	6	1	0	0	8
355	2015	52	5	2	0	1	1
354	2015	52	4	1	0	2	4
353	2015	52	3	2	0	2	1
352	2015	52	2	1	0	0	2
351	2015	52	1	1	0	0	1
350	2015	51	7	2	0	4	1
359	2015	53	2	1	0	0	2
358	2015	53	1	1	0	0	1
216	2015	32	6	1	0	0	8
217	2015	32	7	2	0	4	1
214	2015	32	4	1	0	2	4
215	2015	32	5	2	0	1	1
212	2015	32	2	1	0	0	2
213	2015	32	3	2	0	2	1
210	2015	31	7	2	0	4	1
211	2015	32	1	1	0	0	1
218	2015	33	1	1	0	0	1
219	2015	33	2	1	0	0	2
289	2015	43	2	1	0	0	2
288	2015	43	1	1	0	0	1
4	2015	2	4	1	0	2	4
281	2015	42	1	1	0	0	1
280	2015	41	7	2	0	4	1
283	2015	42	3	2	0	2	1
282	2015	42	2	1	0	0	2
285	2015	42	5	2	0	1	1
284	2015	42	4	1	0	2	4
287	2015	42	7	2	0	4	1
286	2015	42	6	1	0	0	8
263	2015	39	4	1	0	2	4
262	2015	39	3	2	0	2	1
261	2015	39	2	1	0	0	2
260	2015	39	1	1	0	0	1
267	2015	40	1	1	0	0	1
266	2015	39	7	2	0	4	1
265	2015	39	6	1	0	0	8
264	2015	39	5	2	0	1	1
269	2015	40	3	2	0	2	1
268	2015	40	2	1	0	0	2
59	2015	10	3	2	0	2	1
58	2015	10	2	1	0	0	2
55	2015	9	6	1	0	0	8
54	2015	9	5	2	0	1	1
57	2015	3	1	1	0	0	1
56	2015	9	7	2	0	4	1
51	2015	9	2	1	0	0	2
50	2015	9	1	1	0	0	1
53	2015	9	4	1	0	2	4
52	2015	9	3	2	0	2	1
63	2015	10	7	2	0	4	1
115	2015	18	3	2	0	2	1
114	2015	18	2	1	0	0	2
117	2015	18	5	2	0	1	1
116	2015	18	4	1	0	2	4
111	2015	17	6	1	0	0	8
110	2015	17	5	2	0	1	1
113	2015	18	1	1	0	0	1
112	2015	17	7	2	0	4	1
119	2015	18	7	2	0	4	1
118	2015	18	6	1	0	0	8
308	2015	45	7	2	0	4	1
309	2015	46	1	1	0	0	1
300	2015	44	6	1	0	0	8
301	2015	44	7	2	0	4	1
302	2015	45	1	1	0	0	1
303	2015	45	2	1	0	0	2
304	2015	45	3	2	0	2	1
305	2015	45	4	1	0	2	4
306	2015	45	5	2	0	1	1
307	2015	45	6	1	0	0	8
229	2015	34	5	2	0	1	1
228	2015	34	4	1	0	2	4
227	2015	34	3	2	0	2	1
226	2015	34	2	1	0	0	2
225	2015	34	1	1	0	0	1
224	2015	33	7	2	0	4	1
223	2015	33	6	1	0	0	8
222	2015	33	5	2	0	1	1
221	2015	33	4	1	0	2	4
220	2015	33	3	2	0	2	1
151	2015	23	4	1	0	2	4
150	2015	23	3	2	0	2	1
153	2015	23	6	1	0	0	8
152	2015	23	5	2	0	1	1
155	2015	24	1	1	0	0	1
154	2015	23	7	2	0	4	1
157	2015	24	3	2	0	2	1
156	2015	24	2	1	0	0	2
159	2015	24	5	2	0	1	1
158	2015	24	4	1	0	2	4
48	2015	8	6	1	0	0	8
49	2015	8	7	2	0	4	1
46	2015	8	4	1	0	2	4
47	2015	3	5	2	0	1	1
44	2015	8	2	1	0	0	2
45	2015	8	3	2	0	2	1
42	2015	7	7	2	0	4	1
43	2015	8	1	1	0	0	1
40	2015	7	5	2	0	1	1
41	2015	7	6	1	0	0	8
5	2015	2	5	2	0	1	1
